Time,GEO1_Name,GEO1_Lat,GEO1_Lon,GEO1_Freq_Hz,GEO1_Melbourne_Access,GEO1_Melbourne_SNR_dB,GEO1_Melbourne_RSSI_dBm,GEO1_Sydney_Access,GEO1_Sydney_SNR_dB,GEO1_Sydney_RSSI_dBm,LEO1_Name,LEO1_Lat,LEO1_Lon,LEO1_Freq_Hz,LEO1_Melbourne_Access,LEO1_Melbourne_SNR_dB,LEO1_Melbourne_RSSI_dBm,LEO1_Sydney_Access,LEO1_Sydney_SNR_dB,LEO1_Sydney_RSSI_dBm
10-Apr-2025 12:00:00,GEO-1,0,0,1500000000,0,NaN,NaN,0,NaN,NaN,LEO-1,0,0,0,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:00:10,GEO-1,-0.131662321878083,141.352300633988,1500000000,1,47.0632152121274,-103.856975800909,1,46.3782591300811,-104.541931882956,LEO-1,-64.6410076737912,131.158921975937,1500625000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:00:20,GEO-1,-0.131698927352052,141.352311281543,1500000000,1,47.0632162429305,-103.856974770106,1,46.3782600444271,-104.54193096861,LEO-1,-64.0284565271664,131.121239999648,1500625000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:00:30,GEO-1,-0.131735462759262,141.352322097319,1500000000,1,47.0632172721839,-103.856973740853,1,46.3782609594985,-104.541930053538,LEO-1,-63.4158424273894,131.083382522532,1500625000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:00:40,GEO-1,-0.131771928080272,141.352332913213,1500000000,1,47.0632182995085,-103.856972713528,1,46.3782618730866,-104.54192913995,LEO-1,-62.8031643104829,131.045361280467,1500625000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:00:50,GEO-1,-0.131808323295686,141.352343561135,1500000000,1,47.0632193245254,-103.856971688511,1,46.3782627829845,-104.541928230052,LEO-1,-62.1904211777829,131.007186963378,1500625000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:01:00,GEO-1,-0.131844648386135,141.352354377275,1500000000,1,47.063220347991,-103.856970665046,1,46.3782636936069,-104.54192731943,LEO-1,-61.5776120381218,130.968869832088,1501375000,0,NaN,NaN,0,NaN,NaN
10-Apr-2025 12:01:10,GEO-1,-0.131880903332297,141.352365193537,1500000000,1,47.0632213695263,-103.85696964351,1,46.3782646027443,-104.541926410292,LEO-1,-60.9647359338187,130.930418808097,1501375000,1,-31.6679141088381,-182.588105121875,0,NaN,NaN
10-Apr-2025 12:01:20,GEO-1,-0.131917088114881,141.352375841824,1500000000,1,47.0632223887523,-103.856968624284,1,46.3782655081905,-104.541925504846,LEO-1,-60.351791936641,130.891842064038,1501375000,1,-31.4753246617545,-182.395515674791,0,NaN,NaN
10-Apr-2025 12:01:30,GEO-1,-0.131953202714637,141.352386658328,1500000000,1,47.0632234064255,-103.856967606611,1,46.3782664143582,-104.541924598679,LEO-1,-59.7387791483003,130.85314760369,1501375000,1,-31.2578505734364,-182.178041586473,0,NaN,NaN
10-Apr-2025 12:01:40,GEO-1,-0.131989247112349,141.352397474953,1500000000,1,47.0632244221667,-103.85696659087,1,46.3782673190423,-104.541923693994,LEO-1,-59.1256967024676,130.814342320113,1501625000,1,-31.0348716756354,-181.955062688672,0,NaN,NaN
10-Apr-2025 12:01:50,GEO-1,-0.132025221288842,141.352408123603,1500000000,1,47.0632254355972,-103.85696557744,1,46.3782682200324,-104.541922793004,LEO-1,-58.5125437588333,130.775432558878,1501625000,1,-30.7651695109848,-181.685360524022,0,NaN,NaN
10-Apr-2025 12:02:00,GEO-1,-0.132061125224975,141.352418940469,1500000000,1,47.0632264474731,-103.856964565564,1,46.3782691217437,-104.541921891293,LEO-1,-57.89931951348,130.736424674554,1501625000,1,-30.4682149771922,-181.388405990229,0,NaN,NaN
10-Apr-2025 12:02:10,GEO-1,-0.132096958901646,141.35242958936,1500000000,1,47.0632274570372,-103.856963556,1,46.3782700197615,-104.541920993275,LEO-1,-57.2860231925203,130.697323900379,1501625000,1,-30.1433177843791,-181.063508797416,0,NaN,NaN
10-Apr-2025 12:02:20,GEO-1,-0.132132722299791,141.352440406467,1500000000,1,47.0632284650457,-103.856962547991,1,46.3782709185004,-104.541920094536,LEO-1,-56.6726540542091,130.658135734259,1501625000,1,-29.7898653545608,-180.710056367598,0,NaN,NaN
10-Apr-2025 12:02:30,GEO-1,-0.132168415400382,141.352451223694,1500000000,1,47.0632294711198,-103.856961541917,1,46.3782718157514,-104.541919197285,LEO-1,-56.0592113891883,130.618864798876,1501625000,1,-29.407345687952,-180.327536700989,0,NaN,NaN
10-Apr-2025 12:02:40,GEO-1,-0.13220403818443,141.352461872944,1500000000,1,47.0632304748805,-103.856960538156,1,46.3782727093084,-104.541918303728,LEO-1,-55.4456945213962,130.579515378848,1501625000,1,-28.6083701582432,-179.52856117128,0,NaN,NaN
10-Apr-2025 12:02:50,GEO-1,-0.132239590632981,141.352472690409,1500000000,1,47.0632314770841,-103.856959535953,1,46.3782736035835,-104.541917409453,LEO-1,-54.832102807847,130.540091954443,1501625000,1,-27.6638651047012,-178.584056117738,0,NaN,NaN
10-Apr-2025 12:03:00,GEO-1,-0.13227507272712,141.352483507996,1500000000,1,47.0632324773518,-103.856958535685,1,46.3782744963709,-104.541916516666,LEO-1,-54.2184356390102,130.50059821944,1501625000,1,-26.7847717966846,-177.704962809721,0,NaN,NaN
10-Apr-2025 12:03:10,GEO-1,-0.132310484447971,141.352494157604,1500000000,1,47.0632334753044,-103.856957537732,1,46.378275385463,-104.541915627574,LEO-1,-53.6046924394307,130.461037609141,1501625000,1,-25.9472861489022,-176.867477161939,1,-32.5193189788444,-183.439509991881
10-Apr-2025 12:03:20,GEO-1,-0.132345825776692,141.352504975426,1500000000,1,47.0632344716985,-103.856956541338,1,46.3782762752712,-104.541914737766,LEO-1,-52.9908726679384,130.421413826078,1501625000,1,-25.135321760863,-176.0555127739,1,-32.3710183028688,-183.291209315906
